459	1.71E-01	4.80E-01	5.54E-03	6.56E-03	5.71E-03	
460	1.74E-01	4.92E-01	5.57E-03	6.59E-03	5.73E-03	
461	1.77E-01	5.03E-01	5.60E-03	6.61E-03	5.75E-03	
462	1.80E-01	5.13E-01	5.63E-03	6.63E-03	5.77E-03	
463	1.83E-01	5.22E-01	6.12E-03	6.18E-03	6.27E-03	
464	1.85E-01	5.30E-01	6.61E-03	5.72E-03	6.77E-03	
465	1.88E-01	5.41E-01	6.62E-03	5.74E-03	6.79E-03	
466	1.90E-01	5.51E-01	6.63E-03	5.76E-03	6.81E-03	
467	1.93E-01	5.62E-01	7.13E-03	5.77E-03	7.32E-03	
468	1.95E-01	5.74E-01	7.63E-03	5.79E-03	7.83E-03	
469	1.97E-01	5.87E-01	8.13E-03	6.29E-03	7.85E-03	
470	1.99E-01	6.00E-01	8.64E-03	6.79E-03	7.87E-03	
471	2.01E-01	6.10E-01	8.66E-03	7.29E-03	7.40E-03	
472	2.02E-01	6.19E-01	8.68E-03	7.79E-03	6.92E-03	
473	2.03E-01	6.24E-01	8.69E-03	8.30E-03	6.44E-03	
474	2.03E-01	6.28E-01	8.70E-03	8.81E-03	5.96E-03	
475	2.04E-01	6.31E-01	8.70E-03	7.84E-03	6.47E-03	
476	2.05E-01	6.33E-01	8.70E-03	6.88E-03	6.98E-03	
477	2.07E-01	6.37E-01	8.70E-03	6.40E-03	6.99E-03	
478	2.09E-01	6.42E-01	8.69E-03	5.92E-03	7.00E-03	
479	2.12E-01	6.52E-01	9.17E-03	5.44E-03	6.52E-03	
480	2.15E-01	6.63E-01	9.64E-03	4.95E-03	6.03E-03	
481	2.18E-01	6.76E-01	1.01E-02	4.96E-03	5.53E-03	
482	2.21E-01	6.89E-01	1.06E-02	4.97E-03	5.04E-03	
483	2.24E-01	6.99E-01	1.10E-02	4.97E-03	4.54E-03	
484	2.27E-01	7.10E-01	1.15E-02	4.98E-03	4.04E-03	
485	2.31E-01	7.20E-01	1.15E-02	5.49E-03	4.05E-03	
486	2.34E-01	7.30E-01	1.15E-02	5.99E-03	4.05E-03	
487	2.38E-01	7.37E-01	1.06E-02	6.50E-03	4.56E-03	
488	2.41E-01	7.45E-01	9.63E-03	7.01E-03	5.08E-03	
489	2.45E-01	7.55E-01	9.18E-03	8.01E-03	5.59E-03	
490	2.49E-01	7.66E-01	8.73E-03	9.02E-03	6.10E-03	
491	2.52E-01	7.78E-01	7.79E-03	9.03E-03	7.13E-03	
492	2.56E-01	7.90E-01	6.84E-03	9.04E-03	8.15E-03	
493	2.59E-01	8.03E-01	6.87E-03	8.54E-03	8.16E-03	
494	2.62E-01	8.16E-01	6.89E-03	8.05E-03	8.17E-03	
495	2.63E-01	8.25E-01	6.42E-03	7.04E-03	7.66E-03	
496	2.65E-01	8.34E-01	5.94E-03	6.04E-03	7.15E-03	
497	2.67E-01	8.38E-01	5.95E-03	5.54E-03	7.16E-03	
498	2.68E-01	8.42E-01	5.95E-03	5.04E-03	7.16E-03	
499	2.69E-01	8.42E-01	5.96E-03	5.04E-03	7.68E-03	
500	2.69E-01	8.42E-01	5.96E-03	5.05E-03	8.19E-03	
501	2.71E-01	8.42E-01	6.45E-03	5.05E-03	8.71E-03	
502	2.72E-01	8.42E-01	6.94E-03	5.05E-03	9.23E-03	
503	2.73E-01	8.48E-01	7.44E-03	5.56E-03	1.03E-02	
504	2.75E-01	8.55E-01	7.95E-03	6.07E-03	1.13E-02	
505	2.78E-01	8.70E-01	8.45E-03	6.58E-03	1.13E-02	
506	2.81E-01	8.86E-01	8.97E-03	7.09E-03	1.13E-02	
507	2.86E-01	9.04E-01	1.05E-02	8.10E-03	1.08E-02	
508	2.90E-01	9.22E-01	1.20E-02	9.12E-03	1.03E-02	
509	2.95E-01	9.37E-01	1.45E-02	9.63E-03	9.77E-03	
510	2.99E-01	9.51E-01	1.70E-02	1.01E-02	9.26E-03	
511	3.05E-01	9.64E-01	2.25E-02	1.01E-02	9.26E-03	
512	3.11E-01	9.77E-01	2.80E-02	1.01E-02	9.26E-03	
513	3.16E-01	9.88E-01	4.25E-02	9.64E-03	8.75E-03	
514	3.21E-01	1.00E+00	5.69E-02	9.14E-03	8.24E-03	
515	3.26E-01	9.95E-01	9.13E-02	8.63E-03	7.73E-03	
516	3.32E-01	9.89E-01	1.26E-01	8.13E-03	7.21E-03	
517	3.36E-01	9.22E-01	1.99E-01	8.13E-03	7.22E-03	
518	3.40E-01	8.55E-01	2.72E-01	8.13E-03	7.21E-03	
519	3.44E-01	7.25E-01	3.76E-01	8.13E-03	7.21E-03	
520	3.49E-01	5.94E-01	4.79E-01	8.13E-03	7.22E-03	
521	3.52E-01	4.61E-01	5.70E-01	8.64E-03	7.22E-03	
522	3.54E-01	3.28E-01	6.59E-01	9.15E-03	7.22E-03	
523	3.58E-01	2.44E-01	7.04E-01	9.66E-03	7.73E-03	
524	3.61E-01	1.59E-01	7.48E-01	1.02E-02	8.25E-03	
525	3.64E-01	1.20E-01	7.61E-01	1.07E-02	8.25E-03	
526	3.67E-01	8.08E-02	7.74E-01	1.12E-02	8.25E-03	
527	3.70E-01	6.32E-02	7.82E-01	1.17E-02	8.77E-03	
528	3.73E-01	4.58E-02	7.93E-01	1.22E-02	9.28E-03	
529	3.76E-01	3.73E-02	8.04E-01	1.17E-02	9.80E-03	
530	3.79E-01	2.89E-02	8.17E-01	1.12E-02	1.03E-02	
531	3.82E-01	2.50E-02	8.30E-01	1.07E-02	1.08E-02	
532	3.85E-01	2.10E-02	8.44E-01	1.02E-02	1.13E-02	
533	3.88E-01	1.85E-02	8.56E-01	9.66E-03	1.19E-02	
534	3.90E-01	1.60E-02	8.67E-01	9.14E-03	1.24E-02	
535	3.93E-01	1.45E-02	8.79E-01	9.14E-03	1.24E-02	
536	3.95E-01	1.30E-02	8.91E-01	9.14E-03	1.24E-02	
537	3.97E-01	1.25E-02	9.03E-01	9.14E-03	1.29E-02	
538	4.00E-01	1.20E-02	9.16E-01	9.14E-03	1.34E-02	
539	4.03E-01	1.15E-02	9.29E-01	9.14E-03	1.29E-02	
540	4.05E-01	1.10E-02	9.43E-01	9.13E-03	1.23E-02	
541	4.06E-01	1.05E-02	9.56E-01	9.64E-03	1.24E-02	
542	4.08E-01	1.00E-02	9.70E-01	1.01E-02	1.23E-02	
543	4.08E-01	1.00E-02	9.79E-01	1.06E-02	1.23E-02	
544	4.08E-01	1.01E-02	9.89E-01	1.11E-02	1.23E-02	
545	4.09E-01	1.06E-02	9.95E-01	1.17E-02	1.23E-02	
546	4.09E-01	1.11E-02	1.00E+00	1.22E-02	1.23E-02	
547	4.10E-01	1.15E-02	1.00E+00	1.21E-02	1.28E-02	
548	4.10E-01	1.20E-02	9.98E-01	1.21E-02	1.33E-02	
549	4.10E-01	1.25E-02	9.93E-01	1.21E-02	1.33E-02	
550	4.10E-01	1.29E-02	9.89E-01	1.21E-02	1.33E-02	
551	4.10E-01	1.39E-02	9.82E-01	1.21E-02	1.28E-02	
552	4.10E-01	1.48E-02	9.77E-01	1.21E-02	1.23E-02	
553	4.09E-01	1.63E-02	9.72E-01	1.16E-02	1.13E-02	
554	4.08E-01	1.77E-02	9.68E-01	1.11E-02	1.03E-02	
555	4.08E-01	1.87E-02	9.66E-01	1.06E-02	9.74E-03	
556	4.07E-01	1.98E-02	9.64E-01	1.01E-02	9.22E-03	
557	4.06E-01	2.08E-02	9.62E-01	9.59E-03	9.22E-03	
558	4.05E-01	2.19E-02	9.61E-01	9.08E-03	9.22E-03	
559	4.04E-01	2.19E-02	9.60E-01	8.58E-03	9.72E-03	
560	4.03E-01	2.20E-02	9.58E-01	8.07E-03	1.02E-02	
561	4.02E-01	2.20E-02	9.56E-01	7.56E-03	1.13E-02	
562	4.02E-01	2.20E-02	9.53E-01	7.05E-03	1.23E-02	
563	4.03E-01	2.10E-02	9.51E-01	7.06E-03	1.28E-02	
564	4.04E-01	2.00E-02	9.49E-01	7.05E-03	1.33E-02	
565	4.06E-01	1.94E-02	9.48E-01	7.05E-03	1.33E-02	
566	4.08E-01	1.89E-02	9.46E-01	7.05E-03	1.33E-02	
567	4.10E-01	1.84E-02	9.46E-01	7.04E-03	1.28E-02	
568	4.11E-01	1.79E-02	9.47E-01	7.04E-03	1.22E-02	
569	4.13E-01	1.79E-02	9.46E-01	7.54E-03	1.07E-02	
570	4.15E-01	1.79E-02	9.47E-01	8.04E-03	9.18E-03	
571	4.18E-01	1.79E-02	9.43E-01	8.54E-03	8.16E-03	
572	4.20E-01	1.79E-02	9.41E-01	9.04E-03	7.14E-03	
573	4.22E-01	1.84E-02	9.37E-01	1.00E-02	7.13E-03	
574	4.24E-01	1.89E-02	9.33E-01	1.10E-02	7.13E-03	
575	4.26E-01	1.94E-02	9.30E-01	1.20E-02	7.13E-03	
576	4.28E-01	1.99E-02	9.27E-01	1.30E-02	7.13E-03	
577	4.28E-01	2.04E-02	9.23E-01	1.40E-02	7.12E-03	
578	4.29E-01	2.09E-02	9.20E-01	1.50E-02	7.13E-03	
579	4.27E-01	2.09E-02	9.17E-01	1.50E-02	7.63E-03	
580	4.26E-01	2.09E-02	9.13E-01	1.50E-02	8.14E-03	
581	4.24E-01	2.09E-02	9.11E-01	1.40E-02	8.65E-03	
582	4.22E-01	2.09E-02	9.08E-01	1.30E-02	9.16E-03	
583	4.20E-01	2.04E-02	9.07E-01	1.20E-02	1.02E-02	
584	4.17E-01	1.99E-02	9.05E-01	1.10E-02	1.12E-02	
585	4.15E-01	1.93E-02	8.99E-01	9.52E-03	1.17E-02	
586	4.13E-01	1.88E-02	8.93E-01	8.02E-03	1.22E-02	
587	4.12E-01	1.82E-02	8.67E-01	7.51E-03	1.22E-02	
588	4.12E-01	1.76E-02	8.38E-01	7.02E-03	1.22E-02	
589	4.11E-01	1.68E-02	7.63E-01	6.51E-03	1.22E-02	
590	4.11E-01	1.59E-02	6.81E-01	6.01E-03	1.22E-02	
591	4.11E-01	1.52E-02	5.58E-01	5.51E-03	1.22E-02	
592	4.11E-01	1.41E-02	4.32E-01	5.01E-03	1.22E-02	
593	4.11E-01	1.26E-02	3.09E-01	4.51E-03	1.12E-02	
594	4.12E-01	1.08E-02	1.99E-01	4.01E-03	1.02E-02	
595	4.13E-01	9.12E-03	1.26E-01	4.01E-03	9.65E-03	
596	4.14E-01	7.41E-03	6.99E-02	4.01E-03	9.15E-03	
597	4.16E-01	5.86E-03	4.09E-02	4.01E-03	8.64E-03	
598	4.18E-01	4.56E-03	2.13E-02	4.01E-03	8.13E-03	
599	4.20E-01	3.60E-03	1.25E-02	4.01E-03	7.62E-03	
600	4.22E-01	2.84E-03	6.75E-03	4.01E-03	7.11E-03	
601	4.25E-01	2.25E-03	4.09E-03	4.01E-03	6.61E-03	
602	4.29E-01	1.81E-03	2.35E-03	4.01E-03	6.10E-03	
603	4.33E-01	1.49E-03	1.48E-03	4.51E-03	6.61E-03	
604	4.36E-01	1.24E-03	9.04E-04	5.01E-03	7.12E-03	
605	4.41E-01	1.02E-03	6.23E-04	5.01E-03	7.12E-03	
606	4.45E-01	8.51E-04	4.25E-04	5.01E-03	7.11E-03	
607	4.51E-01	6.93E-04	2.97E-04	5.51E-03	8.64E-03	
608	4.56E-01	5.71E-04	2.03E-04	6.01E-03	1.02E-02	
609	4.63E-01	4.77E-04	1.53E-04	6.51E-03	1.17E-02	
610	4.69E-01	3.99E-04	1.14E-04	7.01E-03	1.32E-02	
611	4.78E-01	3.34E-04	9.08E-05	8.02E-03	1.42E-02	
612	4.86E-01	2.80E-04	7.24E-05	9.02E-03	1.53E-02	
613	4.94E-01	2.31E-04	5.75E-05	1.00E-02	1.53E-02	
614	5.03E-01	1.92E-04	4.60E-05	1.10E-02	1.53E-02	
615	5.13E-01	1.61E-04	3.68E-05	1.30E-02	1.37E-02	
616	5.22E-01	1.36E-04	2.95E-05	1.50E-02	1.22E-02	
617	5.32E-01	1.17E-04	2.58E-05	1.90E-02	1.07E-02	
618	5.41E-01	1.02E-04	2.32E-05	2.30E-02	9.15E-03	
619	5.51E-01	8.63E-05	1.80E-05	2.91E-02	8.13E-03	
620	5.62E-01	7.53E-05	1.43E-05	3.51E-02	7.12E-03	
621	5.70E-01	6.89E-05	1.31E-05	4.76E-02	7.12E-03	
622	5.79E-01	6.15E-05	1.17E-05	6.01E-02	7.12E-03	
623	5.86E-01	5.75E-05	1.07E-05	8.37E-02	7.12E-03	
624	5.94E-01	5.41E-05	9.81E-06	1.07E-01	7.12E-03	
625	6.01E-01	5.08E-05	9.01E-06	1.53E-01	7.63E-03	
626	6.08E-01	4.74E-05	8.22E-06	1.98E-01	8.14E-03	
627	6.12E-01	4.53E-05	8.66E-06	2.75E-01	9.16E-03	
628	6.16E-01	4.27E-05	8.87E-06	3.52E-01	1.02E-02	
629	6.18E-01	4.39E-05	8.77E-06	4.52E-01	1.27E-02	
630	6.20E-01	4.05E-05	7.78E-06	5.53E-01	1.53E-02	
631	6.23E-01	4.36E-05	8.70E-06	6.44E-01	1.88E-02	
632	6.25E-01	4.18E-05	8.63E-06	7.36E-01	2.24E-02	
633	6.28E-01	4.48E-05	9.52E-06	7.89E-01	2.39E-02	
634	6.30E-01	4.65E-05	1.02E-05	8.42E-01	2.54E-02	
635	6.35E-01	4.88E-05	1.11E-05	8.62E-01	2.39E-02	
636	6.39E-01	4.92E-05	1.16E-05	8.82E-01	2.24E-02	
637	6.43E-01	5.03E-05	1.38E-05	8.91E-01	1.98E-02	
638	6.48E-01	5.22E-05	1.64E-05	8.99E-01	1.73E-02	
639	6.55E-01	5.30E-05	1.94E-05	9.09E-01	1.53E-02	
640	6.61E-01	5.67E-05	2.36E-05	9.19E-01	1.32E-02	
641	6.68E-01	5.82E-05	2.87E-05	9.30E-01	1.22E-02	
642	6.74E-01	5.89E-05	3.36E-05	9.41E-01	1.12E-02	
643	6.81E-01	5.99E-05	4.13E-05	9.51E-01	1.12E-02	
644	6.88E-01	5.85E-05	4.78E-05	9.62E-01	1.12E-02	
645	6.96E-01	6.04E-05	5.29E-05	9.69E-01	1.22E-02	
646	7.02E-01	6.31E-05	5.90E-05	9.75E-01	1.32E-02	
647	7.07E-01	6.37E-05	5.95E-05	9.78E-01	1.47E-02	
648	7.13E-01	6.72E-05	6.27E-05	9.82E-01	1.63E-02	
649	7.18E-01	6.87E-05	6.07E-05	9.83E-01	1.93E-02	
650	7.23E-01	7.10E-05	5.90E-05	9.85E-01	2.23E-02	
651	7.27E-01	6.89E-05	5.16E-05	9.88E-01	2.39E-02	
652	7.31E-01	6.86E-05	4.57E-05	9.91E-01	2.54E-02	
653	7.33E-01	6.68E-05	4.11E-05	9.93E-01	2.49E-02	
654	7.35E-01	6.74E-05	3.81E-05	9.95E-01	2.44E-02	
655	7.35E-01	6.69E-05	3.39E-05	9.98E-01	2.23E-02	
656	7.36E-01	6.27E-05	2.83E-05	1.00E+00	2.03E-02	
657	7.35E-01	6.13E-05	2.62E-05	9.99E-01	1.77E-02	
658	7.34E-01	5.94E-05	2.41E-05	9.98E-01	1.52E-02	
659	7.33E-01	5.95E-05	2.34E-05	9.96E-01	1.37E-02	
660	7.31E-01	5.88E-05	2.24E-05	9.93E-01	1.22E-02	
661	7.27E-01	6.01E-05	2.14E-05	9.85E-01	1.17E-02	
662	7.22E-01	6.19E-05	2.06E-05	9.76E-01	1.11E-02	
663	7.17E-01	6.04E-05	2.06E-05	9.67E-01	1.16E-02	
664	7.11E-01	6.03E-05	2.12E-05	9.58E-01	1.21E-02	
665	7.05E-01	6.02E-05	2.14E-05	9.50E-01	1.42E-02	
666	6.98E-01	6.52E-05	2.34E-05	9.42E-01	1.62E-02	
667	6.92E-01	6.39E-05	2.45E-05	9.37E-01	1.92E-02	
668	6.85E-01	6.63E-05	2.71E-05	9.31E-01	2.23E-02	
669	6.79E-01	7.13E-05	3.19E-05	9.28E-01	2.53E-02	
670	6.73E-01	7.24E-05	3.52E-05	9.25E-01	2.83E-02	
671	6.68E-01	7.46E-05	3.96E-05	9.22E-01	2.73E-02	
672	6.64E-01	7.81E-05	4.51E-05	9.20E-01	2.63E-02	
673	6.61E-01	8.14E-05	5.09E-05	9.17E-01	2.22E-02	
674	6.59E-01	8.39E-05	5.66E-05	9.13E-01	1.82E-02	
675	6.57E-01	8.89E-05	6.32E-05	9.07E-01	1.46E-02	
676	6.56E-01	9.15E-05	6.85E-05	9.01E-01	1.11E-02	
677	6.55E-01	9.54E-05	7.14E-05	8.95E-01	9.07E-03	
678	6.55E-01	1.01E-04	7.59E-05	8.89E-01	7.05E-03	
679	6.54E-01	1.05E-04	7.74E-05	8.84E-01	6.04E-03	
680	6.54E-01	1.06E-04	7.62E-05	8.78E-01	5.03E-03	
681	6.55E-01	1.09E-04	7.28E-05	8.77E-01	5.03E-03	
682	6.56E-01	1.11E-04	6.87E-05	8.75E-01	5.03E-03	
683	6.58E-01	1.14E-04	6.70E-05	8.73E-01	4.53E-03	
684	6.60E-01	1.16E-04	6.42E-05	8.70E-01	4.02E-03	
685	6.62E-01	1.20E-04	5.98E-05	8.52E-01	4.52E-03	
686	6.65E-01	1.24E-04	5.56E-05	8.34E-01	5.02E-03	
687	6.65E-01	1.29E-04	5.27E-05	7.81E-01	6.03E-03	
688	6.66E-01	1.36E-04	5.03E-05	7.29E-01	7.03E-03	
689	6.67E-01	1.41E-04	4.95E-05	6.42E-01	9.04E-03	
690	6.67E-01	1.47E-04	4.88E-05	5.56E-01	1.10E-02	
691	6.65E-01	1.55E-04	4.83E-05	4.63E-01	1.35E-02	
692	6.64E-01	1.65E-04	4.80E-05	3.70E-01	1.61E-02	
693	6.61E-01	1.70E-04	4.90E-05	2.96E-01	1.55E-02	
694	6.59E-01	1.74E-04	4.96E-05	2.21E-01	1.50E-02	
695	6.57E-01	1.76E-04	4.88E-05	1.75E-01	1.20E-02	
696	6.54E-01	1.74E-04	4.71E-05	1.29E-01	9.02E-03	
697	6.51E-01	1.67E-04	4.65E-05	1.03E-01	7.01E-03	
698	6.49E-01	1.58E-04	4.55E-05	7.70E-02	5.01E-03	
699	6.46E-01	1.41E-04	4.43E-05	6.21E-02	4.00E-03	
700	6.44E-01	1.24E-04	4.23E-05	4.73E-02	3.00E-03	
701	6.40E-01	1.06E-04	3.81E-05	3.89E-02	2.50E-03	
702	6.37E-01	9.10E-05	3.44E-05	3.05E-02	2.00E-03	
703	6.34E-01	7.53E-05	3.16E-05	2.56E-02	2.00E-03	
704	6.31E-01	6.07E-05	2.84E-05	2.07E-02	2.00E-03	
705	6.28E-01	4.95E-05	2.51E-05	1.77E-02	2.00E-03	
706	6.25E-01	4.03E-05	2.22E-05	1.47E-02	1.99E-03	
707	6.24E-01	3.43E-05	2.08E-05	1.28E-02	1.99E-03	
708	6.23E-01	2.70E-05	1.79E-05	1.08E-02	1.99E-03	
709	6.25E-01	2.28E-05	1.66E-05	9.82E-03	1.99E-03	
710	6.26E-01	2.09E-05	1.67E-05	8.83E-03	1.99E-03	
711	6.29E-01	1.94E-05	1.66E-05	7.85E-03	1.99E-03	
712	6.31E-01	1.74E-05	1.59E-05	6.86E-03	1.99E-03	
713	6.35E-01	1.44E-05	1.40E-05	6.37E-03	1.99E-03	
714	6.39E-01	1.27E-05	1.33E-05	5.88E-03	1.99E-03	
715	6.43E-01	1.24E-05	1.37E-05	5.39E-03	1.99E-03	
716	6.47E-01	1.18E-05	1.38E-05	4.90E-03	1.99E-03	
717	6.51E-01	1.05E-05	1.28E-05	4.41E-03	1.99E-03	
718	6.55E-01	9.79E-06	1.23E-05	3.91E-03	1.99E-03	
719	6.57E-01	1.14E-05	1.45E-05	3.91E-03	1.99E-03	
720	6.58E-01	1.20E-05	1.54E-05	3.91E-03	1.98E-03	
721	6.59E-01	1.08E-05	1.37E-05	3.42E-03	1.98E-03	
722	6.60E-01	1.12E-05	1.41E-05	2.93E-03	1.98E-03	
723	6.60E-01	1.27E-05	1.56E-05	2.93E-03	1.98E-03	
724	6.60E-01	1.29E-05	1.55E-05	2.93E-03	1.98E-03	
725	6.59E-01	1.42E-05	1.57E-05	2.93E-03	1.98E-03	
726	6.59E-01	1.46E-05	1.50E-05	2.93E-03	1.98E-03	
727	6.58E-01	1.58E-05	1.47E-05	2.93E-03	1.98E-03	
728	6.57E-01	1.78E-05	1.52E-05	2.93E-03	1.98E-03	
729	6.56E-01	2.13E-05	1.60E-05	2.92E-03	1.98E-03	
730	6.55E-01	2.31E-05	1.53E-05	2.92E-03	1.98E-03	
731	6.54E-01	2.61E-05	1.49E-05	2.92E-03	1.97E-03	
732	6.52E-01	2.87E-05	1.43E-05	2.92E-03	1.97E-03	
733	6.49E-01	2.75E-05	1.22E-05	2.92E-03	1.97E-03	
734	6.47E-01	3.34E-05	1.33E-05	2.92E-03	1.97E-03	
735	6.44E-01	3.45E-05	1.30E-05	2.92E-03	1.97E-03	
736	6.41E-01	3.86E-05	1.36E-05	2.92E-03	1.97E-03	
737	6.38E-01	3.51E-05	1.27E-05	2.91E-03	1.97E-03	
738	6.35E-01	3.03E-05	1.13E-05	2.91E-03	1.97E-03	
739	6.33E-01	2.56E-05	1.04E-05	2.91E-03	2.46E-03	
740	6.31E-01	2.32E-05	1.03E-05	2.91E-03	2.95E-03	
741	6.29E-01	2.31E-05	1.13E-05	2.91E-03	2.95E-03	
742	6.27E-01	1.72E-05	9.40E-06	2.91E-03	2.95E-03	
743	6.27E-01	1.12E-05	6.54E-06	2.91E-03	2.95E-03	
744	6.26E-01	1.00E-05	6.36E-06	2.91E-03	2.95E-03	
745	6.26E-01	9.27E-06	6.43E-06	3.39E-03	3.44E-03	
746	6.27E-01	8.45E-06	6.49E-06	3.87E-03	3.93E-03	
747	6.26E-01	6.65E-06	5.39E-06	3.87E-03	4.42E-03	
748	6.26E-01	4.91E-06	4.23E-06	3.87E-03	4.91E-03	
749	6.28E-01	5.14E-06	4.64E-06	3.87E-03	5.40E-03	
750	6.29E-01	3.78E-06	3.58E-06	3.87E-03	5.89E-03	
751	6.30E-01	3.98E-06	3.87E-06	4.35E-03	7.36E-03	
752	6.31E-01	4.67E-06	4.66E-06	4.83E-03	8.83E-03	
753	6.34E-01	3.82E-06	3.92E-06	5.32E-03	1.08E-02	
754	6.37E-01	4.16E-06	4.40E-06	5.80E-03	1.27E-02	
755	6.41E-01	3.79E-06	4.13E-06	5.80E-03	1.67E-02	
756	6.45E-01	3.48E-06	3.90E-06	5.80E-03	2.06E-02	
757	6.50E-01	3.96E-06	4.59E-06	6.28E-03	2.84E-02	
758	6.56E-01	3.36E-06	4.03E-06	6.76E-03	3.63E-02	
759	6.62E-01	4.68E-06	5.76E-06	7.24E-03	5.10E-02	
760	6.67E-01	4.20E-06	5.31E-06	7.72E-03	6.56E-02	
761	6.74E-01	3.76E-06	4.75E-06	8.21E-03	9.50E-02	
762	6.81E-01	3.19E-06	4.03E-06	8.69E-03	1.24E-01	
763	6.89E-01	4.13E-06	5.35E-06	8.69E-03	1.76E-01	
764	6.96E-01	4.70E-06	6.25E-06	8.68E-03	2.28E-01	
765	7.03E-01	4.60E-06	6.27E-06	9.17E-03	3.04E-01	
766	7.10E-01	5.21E-06	7.29E-06	9.65E-03	3.81E-01	
767	7.18E-01	5.67E-06	8.11E-06	9.64E-03	4.62E-01	
