400	0.0058	0.0002	0.0007	0.0019	0.0019
401	0.006	0.0003	0.0011	0.002	0.002
402	0.0062	0.0004	0.0013	0.0021	0.0021
403	0.0063	0.0003	0.001	0.0022	0.002
404	0.0064	0.0003	0.0008	0.0023	0.0019
405	0.0067	0.0003	0.001	0.0024	0.002
406	0.0069	0.0004	0.0012	0.0025	0.0021
407	0.007	0.0004	0.0013	0.0024	0.0021
408	0.007	0.0003	0.0009	0.0022	0.0022
409	0.0073	0.0002	0.0005	0.0023	0.0021
410	0.0075	0.0001	0.0003	0.0024	0.0019
411	0.0075	0.0001	0.0002	0.0025	0.002
412	0.0075	0.0001	0.0002	0.0025	0.002
413	0.0077	0.0001	0.0002	0.0026	0.0021
414	0.0079	0.0001	0.0002	0.0027	0.0021
415	0.0082	0.0001	0.0002	0.0025	0.0022
416	0.0084	0.0002	0.0003	0.0023	0.0023
417	0.0083	0.0002	0.0004	0.0023	0.0023
418	0.0082	0.0004	0.0006	0.0024	0.0024
419	0.0085	0.0005	0.0009	0.0024	0.0024
420	0.0087	0.0008	0.0013	0.0025	0.0025
421	0.0089	0.001	0.0017	0.0026	0.0026
422	0.0091	0.0013	0.0022	0.0026	0.0026
423	0.009	0.0016	0.0026	0.0027	0.0027
424	0.0089	0.0017	0.0029	0.0028	0.0028
425	0.0091	0.0019	0.0031	0.0025	0.0028
426	0.0093	0.0019	0.0032	0.0022	0.0029
427	0.0092	0.002	0.003	0.0022	0.003
428	0.009	0.0021	0.0027	0.0023	0.003
429	0.0092	0.0021	0.0028	0.0023	0.0031
430	0.0094	0.0022	0.0029	0.0024	0.0031
431	0.0095	0.0023	0.003	0.0024	0.0032
432	0.0097	0.0023	0.0031	0.0025	0.0033
433	0.0099	0.0023	0.0027	0.0025	0.0029
434	0.01	0.0024	0.0024	0.0025	0.0025
435	0.0102	0.0024	0.0024	0.0026	0.0026
436	0.0103	0.0024	0.0025	0.0026	0.0026
437	0.0104	0.0029	0.0025	0.0022	0.0026
438	0.0105	0.0033	0.0025	0.0018	0.0027
439	0.0107	0.0042	0.0025	0.0018	0.0027
440	0.0108	0.0051	0.0025	0.0018	0.0027
441	0.0118	0.0064	0.0025	0.0018	0.0027
442	0.0128	0.0077	0.0026	0.0019	0.0028
443	0.0147	0.0113	0.0026	0.0019	0.0033
444	0.0167	0.0149	0.0026	0.0019	0.0037
445	0.0253	0.028	0.0031	0.0024	0.0038
446	0.0339	0.0413	0.0036	0.0029	0.0038
447	0.055	0.0869	0.0036	0.0038	0.0038
448	0.0762	0.1329	0.0036	0.0048	0.0038
449	0.1001	0.2039	0.0041	0.0048	0.0043
450	0.1243	0.2757	0.0046	0.0049	0.0049
451	0.1378	0.3314	0.0051	0.0049	0.0049
452	0.1516	0.3874	0.0056	0.0049	0.0049
453	0.1575	0.4126	0.0056	0.0049	0.0049
454	0.1635	0.4376	0.0056	0.005	0.0049
455	0.167	0.4495	0.0056	0.0055	0.005
456	0.1706	0.4613	0.0057	0.006	0.005
457	0.1736	0.4711	0.0057	0.0065	0.0055
458	0.1766	0.4814	0.0057	0.007	0.006
459	0.18	0.4927	0.0057	0.007	0.006
460	0.1836	0.5042	0.0057	0.0071	0.006
461	0.1865	0.5146	0.0057	0.0071	0.0061
462	0.1896	0.5247	0.0058	0.0071	0.0061
463	0.1919	0.5332	0.0063	0.0066	0.0066
464	0.1944	0.5415	0.0068	0.0061	0.0071
465	0.1968	0.5513	0.0068	0.0061	0.0071
466	0.1992	0.5611	0.0068	0.0061	0.0071
467	0.2017	0.5725	0.0073	0.0062	0.0077
468	0.2041	0.5841	0.0078	0.0062	0.0082
469	0.2059	0.597	0.0083	0.0067	0.0082
470	0.2078	0.6097	0.0088	0.0072	0.0082
471	0.2093	0.6191	0.0088	0.0078	0.0077
